Latitude,Longitude,project,load_zone,cap_mw,annual_cf,d_trans_km,cf_vestas_2,cf_vestas_7,cf_vestas_3,cf_siemens_36,cf_siemens_23,cf_GE_25,cf_GE_15,cf_gamesa_2,cf_enercon_7,cf_enercon_3,all_avg
-51.25,-69.25,p_wind_Argentina_AR220,Argentina,987,0.49,46.06726633,0.6025145719489947,0.5564301001821493,0.5052166438979964,0.5427059426229508,0.5666994535519125,0.5911122495446266,0.5697767531876139,0.5194463797814208,0.5136190801457194,0.6088641848816029,0.5576385359744988
-51.75,-69.25,p_wind_Argentina_AR221,Argentina,1053,0.54,13.95812981,0.599924977231331,0.5539296448087432,0.5029684653916211,0.5397408925318761,0.5630234517304189,0.5885390482695811,0.5661629098360655,0.5160316484517303,0.5127514799635702,0.6076696265938069,0.5550742144808744
-39.25,-68.75,p_wind_Argentina_AR246,Argentina,102,0.07,0.39539936,0.4282123178506377,0.3825599954462659,0.3402108378870674,0.3714926001821494,0.3919470628415301,0.4163360655737705,0.3954910063752277,0.3517967896174863,0.3501980874316939,0.4353918488160291,0.3863636612021858
-39.75,-68.75,p_wind_Argentina_AR247,Argentina,117,0.09,23.56852484,0.4691740664845181,0.421518897996357,0.3764413706739526,0.4098277550091075,0.431803164845173,0.4567487477231329,0.4355956284153005,0.3893225182149362,0.3858163706739526,0.4755561247723133,0.4251804644808743
-40.25,-68.75,p_wind_Argentina_AR248,Argentina,405,0.1,50.40666688,0.5267262067395282,0.4771102003642988,0.4275031876138433,0.4636894353369764,0.4873709016393442,0.513910519125683,0.491507058287796,0.4413221766848816,0.4371022313296904,0.5334364754098361,0.47996783925318776
-40.75,-68.75,p_wind_Argentina_AR249,Argentina,810,0.11,103.3996328,0.5588056693989079,0.5090507741347906,0.4572170992714026,0.4948804644808743,0.5194656193078325,0.5461351320582877,0.5236288706739526,0.471756033697632,0.4664420537340619,0.5655013661202185,0.5112883082877961
-41.25,-68.75,p_wind_Argentina_AR250,Argentina,906,0.1,157.7185239,0.5219710837887067,0.4726102003642987,0.4237551229508197,0.4593164845173042,0.4826432149362477,0.509165300546448,0.4869050546448086,0.4373636156648451,0.43326764571949,0.5287116347905282,0.47557093579234966
-41.75,-68.75,p_wind_Argentina_AR251,Argentina,726,0.06,152.685745,0.5553746584699449,0.5069616347905282,0.4568794398907103,0.4935262978142076,0.5173414162112931,0.5430200364298726,0.521127276867031,0.4710350637522769,0.4657289389799636,0.5618118169398907,0.5092806580145719
-42.75,-68.75,p_wind_Argentina_AR253,Argentina,270,0.07,43.50423932,0.590927823315117,0.5454066484517304,0.4955612477231328,0.5323520036429872,0.5557443078324226,0.5795474726775957,0.558496470856102,0.5095670537340619,0.5037728825136611,0.5972046903460837,0.5468580601092894
-43.25,-68.75,p_wind_Argentina_AR254,Argentina,264,0.09,11.06688153,0.5799437613843352,0.5337011612021858,0.4838010018214936,0.5201482240437159,0.5432392987249545,0.5683104508196721,0.5463138661202187,0.4970893670309654,0.4930885701275045,0.5871433287795992,0.5352779030054645
-43.75,-68.75,p_wind_Argentina_AR255,Argentina,222,0.11,66.15070405,0.5733710154826955,0.5263761384335155,0.4755528233151183,0.5120269808743169,0.5351482240437159,0.5616181693989071,0.5385891393442623,0.4883500683060108,0.4860110428051001,0.5817427140255009,0.5278786316029145
-44.25,-68.75,p_wind_Argentina_AR256,Argentina,429,0.09,121.0035559,0.5834927140255004,0.5361697404371585,0.484768897996357,0.5217437386156649,0.5453385701275045,0.5716739526411658,0.5489201958105646,0.498116689435337,0.4946607468123861,0.5913057832422586,0.5376191029143897
-44.75,-68.75,p_wind_Argentina_AR257,Argentina,660,0.06,112.1387932,0.5994895264116568,0.5527824453551912,0.5009485428051001,0.5384231557377048,0.5622626366120218,0.5879099499089253,0.5656323998178505,0.5147166438979964,0.5102562613843351,0.6068674863387977,0.553928904826958
-45.25,-68.75,p_wind_Argentina_AR258,Argentina,531,0.06,57.72245616,0.5923521174863393,0.5464135928961749,0.4955430327868853,0.5330009107468124,0.5570711520947176,0.580959699453552,0.5602082194899817,0.5102702641165756,0.5032561475409836,0.5982466985428051,0.5477321835154827
-45.75,-68.75,p_wind_Argentina_AR259,Argentina,636,0.07,4.229655845,0.6031705373406195,0.5571627959927141,0.5053631602914389,0.5435492941712203,0.5680252732240437,0.5918570127504554,0.5710165072859745,0.520399931693989,0.5129900956284152,0.6090885701275046,0.5582623178506376
-46.25,-68.75,p_wind_Argentina_AR260,Argentina,276,0.09,32.18298216,0.6073307149362498,0.5607817622950819,0.5081527777777778,0.5462712887067396,0.5703713570127504,0.5959024362477232,0.5733801229508196,0.5219878187613844,0.5176536885245903,0.6150170765027323,0.5616849043715849
-46.75,-68.75,p_wind_Argentina_AR261,Argentina,468,0.13,21.79471138,0.581835268670308,0.5345747950819673,0.4828563296903461,0.5201919398907103,0.5438152322404373,0.5700667122040073,0.5470413251366121,0.4961269353369763,0.4930881147540982,0.5900252732240439,0.5359621926229506
